date,fuel_price,open,max,min,Объём,change_percent
"23.04.2024","87,39","86,26","87,48","85,15","382,32K","1,53%"
"22.04.2024","86,07","86,30","86,36","85,03","318,53K","-0,51%"
"19.04.2024","86,51","86,33","89,84","85,51","393,96K","0,13%"
"18.04.2024","86,40","86,76","87,07","85,55","380,21K","-0,23%"
"17.04.2024","86,60","89,31","89,36","86,48","328,23K","-2,95%"
"16.04.2024","89,23","89,57","89,95","88,65","242,77K","-0,02%"
"15.04.2024","89,25","89,76","90,06","87,92","262,79K","-0,31%"
"12.04.2024","89,53","89,22","91,18","89,11","274,79K","0,79%"
"11.04.2024","88,83","89,58","89,96","88,52","254,15K","-0,74%"
"10.04.2024","89,49","88,59","89,73","87,96","226,75K","1,08%"
"09.04.2024","88,53","89,62","89,91","88,35","213,54K","-0,95%"
"08.04.2024","89,38","89,75","90,10","87,86","213,10K","-0,83%"
"05.04.2024","90,13","90,10","90,84","89,61","226,80K","0,52%"
"04.04.2024","89,66","88,54","90,27","87,88","232,09K","1,40%"
"03.04.2024","88,42","88,15","88,97","87,74","224,22K","0,60%"
"02.04.2024","87,89","86,68","88,26","86,67","240,74K","1,62%"
"01.04.2024","86,49","86,12","87,00","85,58","146,98K","-0,59%"
"28.03.2024","87,00","85,69","87,07","85,50","414,24K","1,86%"
"27.03.2024","85,41","85,27","85,70","84,58","369,27K","-0,26%"
"26.03.2024","85,63","86,16","86,42","85,19","338,86K","-0,52%"
"25.03.2024","86,08","84,83","86,51","84,79","354,26K","1,47%"
"22.03.2024","84,83","85,12","85,58","84,58","282,65K","-0,48%"
"21.03.2024","85,24","85,72","85,99","84,54","360,75K","-0,16%"
"20.03.2024","85,38","86,42","86,61","84,98","422,28K","-1,43%"
"19.03.2024","86,62","86,19","86,92","85,80","365,71K","0,50%"
"18.03.2024","86,19","84,77","86,44","84,66","346,94K","1,70%"
"15.03.2024","84,75","84,47","84,92","84,01","271,50K","0,01%"
"14.03.2024","84,74","83,41","84,96","83,36","330,47K","1,56%"
"13.03.2024","83,44","81,87","83,61","81,53","342,11K","2,43%"
"12.03.2024","81,46","81,94","82,46","81,22","234,94K","-0,32%"
"11.03.2024","81,72","81,38","82,16","80,62","276,88K","0,26%"
"08.03.2024","81,51","82,35","83,10","81,11","244,54K","-0,94%"
"07.03.2024","82,28","82,14","82,80","81,41","298,39K","0,12%"
"06.03.2024","82,18","81,27","83,19","81,14","258,32K","1,05%"
"05.03.2024","81,33","81,96","82,39","81,09","338,14K","-0,91%"
"04.03.2024","82,08","82,59","83,11","81,81","301,53K","-0,74%"
"01.03.2024","82,69","81,35","83,38","81,08","304,02K","0,95%"
"29.02.2024","81,91","81,83","82,84","81,51","402,34K","-0,29%"
"28.02.2024","82,15","82,35","83,13","81,56","421,52K","-0,62%"
"27.02.2024","82,66","81,77","82,75","81,25","301,07K","1,21%"
"26.02.2024","81,67","80,64","82,14","80,19","335,46K","1,08%"
"23.02.2024","80,80","82,43","82,54","80,64","337,54K","-2,30%"
"22.02.2024","82,70","82,25","82,90","81,39","335,76K","0,72%"
"21.02.2024","82,11","81,69","82,22","80,87","305,96K","0,75%"
"20.02.2024","81,50","82,45","82,79","81,27","263,13K","-1,49%"
"19.02.2024","82,73","82,60","82,81","81,86","153,00K","-0,01%"
"16.02.2024","82,74","82,05","82,87","81,22","238,18K","0,71%"
"15.02.2024","82,16","80,81","82,56","80,17","260,67K","1,44%"
"14.02.2024","80,99","81,85","82,94","80,78","260,36K","-1,32%"
"13.02.2024","82,07","81,50","82,57","81,44","221,64K","0,69%"
"12.02.2024","81,51","81,34","81,68","80,31","163,93K","-0,12%"
"09.02.2024","81,61","81,11","81,81","80,63","251,10K","0,65%"
"08.02.2024","81,08","78,93","81,29","78,69","318,07K","2,78%"
"07.02.2024","78,89","78,39","79,14","78,17","187,68K","0,79%"
"06.02.2024","78,27","77,69","78,77","77,37","204,15K","0,69%"
"05.02.2024","77,73","77,60","78,06","76,41","170,07K","0,86%"
"02.02.2024","77,07","78,89","79,12","76,60","217,73K","-1,71%"
"01.02.2024","78,41","80,33","81,21","78,30","274,64K","-2,66%"
"31.01.2024","80,55","82,64","82,65","80,27","392,37K","-2,36%"
"30.01.2024","82,50","82,08","82,86","80,83","424,45K","0,82%"
"29.01.2024","81,83","83,53","84,17","81,46","410,49K","-1,35%"
"26.01.2024","82,95","81,91","83,19","80,79","448,94K","1,21%"
"25.01.2024","81,96","79,93","82,07","79,66","325,05K","2,93%"
"24.01.2024","79,63","79,25","80,33","78,60","267,24K","0,66%"
"23.01.2024","79,11","79,48","79,97","78,27","330,08K","-0,62%"
"22.01.2024","79,60","78,37","80,06","77,46","276,15K","1,95%"
"19.01.2024","78,08","78,65","79,26","77,87","225,78K","-0,72%"
"18.01.2024","78,65","77,68","78,84","76,92","254,14K","1,50%"
"17.01.2024","77,49","77,34","77,75","76,13","250,84K","-0,49%"
"16.01.2024","77,87","78,05","79,02","77,27","221,03K","0,08%"
"15.01.2024","77,81","77,81","78,51","76,59","127,69K","-0,21%"
"12.01.2024","77,97","78,50","80,30","77,68","290,15K","1,12%"
"11.01.2024","77,11","76,36","78,67","76,33","281,91K","0,86%"
"10.01.2024","76,45","77,23","78,33","76,07","240,29K","-1,05%"
"09.01.2024","77,26","76,12","77,86","75,72","225,28K","1,78%"
"08.01.2024","75,91","78,30","78,70","75,10","201,65K","-3,35%"
"05.01.2024","78,54","77,48","79,02","77,46","179,24K","1,46%"
"04.01.2024","77,41","78,40","79,22","76,36","223,86K","-0,93%"
"03.01.2024","78,14","75,99","78,50","74,82","222,53K","3,01%"
"02.01.2024","75,86","77,31","78,89","75,59","176,11K","-1,37%"
"29.12.2023","76,91","77,26","77,81","76,60","83,30K","-0,31%"
"28.12.2023","77,15","79,55","79,87","77,10","282,23K","-3,00%"
"27.12.2023","79,54","80,57","81,02","79,23","282,66K","-1,62%"
"26.12.2023","80,85","78,74","81,45","78,37","184,69K","2,60%"
"22.12.2023","78,80","79,13","80,10","78,64","227,18K","-0,45%"
"21.12.2023","79,16","79,04","79,99","77,80","298,92K","-0,63%"
"20.12.2023","79,66","79,30","80,60","79,10","324,26K","0,37%"
"19.12.2023","79,37","78,20","79,77","77,54","246,03K","1,61%"
"18.12.2023","78,11","77,06","79,65","76,00","291,88K","1,76%"
"15.12.2023","76,76","76,87","77,49","75,56","218,70K","-0,12%"
"14.12.2023","76,85","74,92","77,53","74,68","239,44K","3,14%"
"13.12.2023","74,51","73,53","74,92","72,67","244,25K","1,35%"
"12.12.2023","73,52","76,34","76,86","73,19","281,59K","-3,58%"
"11.12.2023","76,25","75,87","76,65","75,23","172,10K","0,33%"
"08.12.2023","76,00","74,75","76,50","74,37","178,32K","2,37%"
"07.12.2023","74,24","74,60","75,59","73,85","214,54K","-0,28%"
"06.12.2023","74,45","77,11","77,59","74,25","273,58K","-3,52%"
"05.12.2023","77,17","78,51","79,07","76,99","268,74K","-1,15%"
"04.12.2023","78,07","79,37","79,60","77,57","256,42K","-0,89%"
"01.12.2023","78,77","80,48","81,24","78,65","233,31K","-2,58%"
"30.11.2023","80,86","82,62","84,61","80,01","629,32K","-2,44%"
"29.11.2023","82,88","81,64","82,99","80,72","404,82K","1,73%"
"28.11.2023","81,47","80,17","81,97","79,70","335,29K","2,00%"
"27.11.2023","79,87","80,16","81,14","79,07","282,80K","-0,76%"
"24.11.2023","80,48","81,25","82,03","80,04","186,41K","-0,95%"
"23.11.2023","81,25","81,46","81,48","80,10","153,77K","-0,77%"
"22.11.2023","81,88","82,49","82,68","78,48","398,22K","-0,73%"
"21.11.2023","82,48","82,23","82,56","81,50","238,13K","0,17%"
"20.11.2023","82,34","80,17","82,85","79,50","236,88K","2,29%"
"17.11.2023","80,50","77,67","80,66","77,38","294,76K","3,86%"
"16.11.2023","77,51","80,81","81,10","76,71","357,63K","-4,37%"
"15.11.2023","81,05","82,13","82,75","80,71","242,33K","-1,41%"
"14.11.2023","82,21","82,34","83,62","81,75","175,96K","0,02%"
"13.11.2023","82,19","81,13","82,47","80,14","186,04K","1,31%"
"10.11.2023","81,13","79,67","81,76","79,63","186,43K","1,62%"
"09.11.2023","79,84","79,55","81,24","79,28","213,19K","0,54%"
"08.11.2023","79,41","81,10","81,66","79,11","310,42K","-2,34%"
"07.11.2023","81,31","84,77","84,81","81,12","263,79K","-4,10%"
"06.11.2023","84,79","84,70","85,92","84,36","168,27K","0,46%"
"03.11.2023","84,40","86,27","87,12","84,06","175,29K","-2,14%"
"02.11.2023","86,25","84,41","86,42","84,08","181,58K","2,62%"
"01.11.2023","84,05","84,78","86,52","83,99","195,74K","-1,14%"
"31.10.2023","85,02","86,66","87,39","84,77","413,76K","-1,54%"
"30.10.2023","86,35","88,94","88,94","85,81","406,56K","-3,20%"
"27.10.2023","89,20","87,48","89,43","86,82","375,68K","2,47%"
"26.10.2023","87,05","88,83","89,27","86,50","358,87K","-2,32%"
"25.10.2023","89,12","87,16","89,31","85,77","432,68K","2,25%"
"24.10.2023","87,16","89,37","89,49","86,38","340,64K","-1,73%"
"23.10.2023","88,69","90,98","91,15","88,56","249,65K","-2,42%"
"20.10.2023","90,89","91,77","92,32","90,43","246,22K","-0,13%"
"19.10.2023","91,01","90,01","92,05","88,45","277,36K","0,88%"
"18.10.2023","90,22","89,83","91,55","89,30","260,24K","1,87%"
"17.10.2023","88,56","88,50","89,56","87,52","187,84K","0,33%"
"16.10.2023","88,27","89,44","89,88","88,12","207,04K","-1,20%"
"13.10.2023","89,34","85,15","89,47","85,01","281,72K","5,34%"
"12.10.2023","84,81","84,51","86,33","84,15","250,54K","0,14%"
"11.10.2023","84,69","86,30","86,80","84,09","259,32K","-1,79%"
"10.10.2023","86,23","86,51","86,79","85,44","236,05K","-0,31%"
"09.10.2023","86,50","84,60","87,46","84,41","238,94K","4,05%"
"06.10.2023","83,13","83,07","83,52","82,20","259,07K","0,59%"
"05.10.2023","82,64","84,36","84,91","82,29","314,03K","-1,84%"
"04.10.2023","84,19","89,30","89,45","84,14","274,06K","-5,61%"
"03.10.2023","89,19","88,80","89,82","88,01","246,48K","0,15%"
"02.10.2023","89,06","90,48","91,48","88,75","230,78K","-3,41%"
"29.09.2023","92,20","93,07","94,13","91,96","433,93K","-0,97%"
"28.09.2023","93,10","94,38","95,35","92,75","571,85K","-1,34%"
"27.09.2023","94,36","92,43","94,80","92,43","648,23K","2,09%"
"26.09.2023","92,43","91,87","92,70","90,41","436,80K","0,60%"
"25.09.2023","91,88","92,39","92,73","91,20","375,34K","-0,09%"
"22.09.2023","91,96","92,29","93,37","91,59","440,51K","-0,33%"
"21.09.2023","92,26","91,92","93,44","91,12","375,62K","-0,10%"
"20.09.2023","92,35","93,27","93,51","91,70","401,83K","-0,85%"
"19.09.2023","93,14","93,44","94,57","92,97","497,36K","-0,16%"
"18.09.2023","93,29","93,39","93,91","92,69","379,09K","0,27%"
"15.09.2023","93,04","93,16","93,83","91,92","320,62K","0,11%"
"14.09.2023","92,94","91,34","93,41","91,32","297,59K","1,91%"
"13.09.2023","91,20","91,29","92,06","90,93","278,67K","-0,14%"
"12.09.2023","91,33","90,03","91,66","89,93","318,91K","1,43%"
"11.09.2023","90,04","90,03","90,84","89,52","273,99K","0,01%"
"08.09.2023","90,03","89,10","90,34","88,63","237,00K","0,87%"
"07.09.2023","89,25","90,02","90,17","88,79","178,99K","-0,68%"
"06.09.2023","89,86","89,44","90,35","88,63","259,31K","0,57%"
"05.09.2023","89,35","88,15","90,37","87,39","377,08K","1,25%"
"04.09.2023","88,25","88,09","88,44","87,55","101,42K","0,51%"
"01.09.2023","87,80","86,22","88,19","86,15","295,07K","1,12%"
"31.08.2023","86,83","85,22","86,88","85,08","434,97K","1,87%"
"30.08.2023","85,24","85,04","85,68","84,59","371,69K","0,39%"
"29.08.2023","84,91","83,82","85,07","83,28","346,59K","1,24%"
"28.08.2023","83,87","84,24","84,69","83,56","216,24K","-0,10%"
"25.08.2023","83,95","82,77","84,41","82,18","398,51K","1,24%"
"24.08.2023","82,92","82,59","83,23","81,61","292,61K","0,10%"
"23.08.2023","82,84","83,61","83,93","81,64","309,59K","-1,02%"
"22.08.2023","83,69","84,07","84,35","83,50","257,84K","-0,48%"
"21.08.2023","84,09","84,36","85,44","83,94","221,66K","-0,32%"
"18.08.2023","84,36","83,47","84,63","82,91","196,43K","0,82%"
"17.08.2023","83,67","82,75","84,43","82,61","215,71K","0,78%"
"16.08.2023","83,02","84,49","84,82","82,69","265,94K","-1,50%"
"15.08.2023","84,28","85,39","85,95","83,70","216,45K","-1,44%"
"14.08.2023","85,51","85,90","86,03","84,86","174,50K","-0,73%"
"11.08.2023","86,14","85,84","86,67","85,30","209,56K","0,35%"
"10.08.2023","85,84","86,74","87,37","85,62","235,52K","-1,24%"
"09.08.2023","86,92","85,49","87,00","85,41","269,07K","1,46%"
"08.08.2023","85,67","85,39","85,82","82,93","217,71K","0,86%"
"07.08.2023","84,94","85,79","86,24","84,63","146,84K","-0,98%"
"04.08.2023","85,78","84,84","86,16","84,60","135,81K","1,29%"
"03.08.2023","84,69","83,05","84,98","82,00","229,26K","2,27%"
"02.08.2023","82,81","85,34","85,50","82,37","219,79K","-1,97%"
"01.08.2023","84,47","84,78","85,40","83,82","165,40K","-1,12%"
"31.07.2023","85,43","84,42","85,58","83,91","324,26K","1,21%"
"28.07.2023","84,41","83,28","84,50","82,85","353,95K","0,74%"
"27.07.2023","83,79","82,78","84,09","82,59","354,64K","1,49%"
"26.07.2023","82,56","82,80","83,43","82,20","333,94K","-0,83%"
"25.07.2023","83,25","82,60","83,47","81,94","311,66K","0,93%"
"24.07.2023","82,48","80,69","82,90","80,25","330,57K","1,98%"
"21.07.2023","80,88","79,64","81,06","79,53","248,83K","1,71%"
"20.07.2023","79,52","79,22","80,16","78,58","238,05K","0,21%"
"19.07.2023","79,35","79,67","80,74","79,06","256,62K","-0,19%"
"18.07.2023","79,50","78,39","79,83","78,10","280,68K","1,43%"
"17.07.2023","78,38","79,20","80,36","78,12","225,40K","-1,53%"
"14.07.2023","79,60","81,27","81,31","79,26","193,77K","-1,72%"
"13.07.2023","80,99","79,85","81,37","79,60","294,73K","1,50%"
"12.07.2023","79,79","78,97","80,18","78,85","227,03K","0,91%"
"11.07.2023","79,07","77,49","79,17","77,37","196,14K","2,16%"
"10.07.2023","77,40","78,22","78,42","77,06","151,51K","-0,87%"
"07.07.2023","78,08","76,22","78,15","75,75","158,10K","2,44%"
"06.07.2023","76,22","76,46","76,77","74,78","182,82K","-0,25%"
"05.07.2023","76,41","75,83","76,70","75,13","152,98K","0,47%"
"04.07.2023","76,05","74,70","76,07","74,56","92,05K","2,12%"
"03.07.2023","74,47","75,00","76,43","74,40","161,12K","-1,25%"
"30.06.2023","75,41","74,33","75,84","74,28","377,26K","1,21%"
"29.06.2023","74,51","73,95","75,15","73,57","317,85K","0,36%"
"28.06.2023","74,24","72,69","74,42","71,86","450,84K","2,39%"
"27.06.2023","72,51","74,45","75,08","72,33","458,82K","-2,47%"
"26.06.2023","74,35","74,60","75,00","73,61","275,70K","0,46%"
"23.06.2023","74,01","74,22","74,55","72,30","298,36K","-0,46%"
"22.06.2023","74,35","77,07","77,21","73,81","393,62K","-3,62%"
"21.06.2023","77,14","75,55","77,25","75,49","199,76K","1,65%"
"20.06.2023","75,89","76,08","77,08","74,53","262,49K","-0,22%"
"19.06.2023","76,06","76,34","76,90","75,34","114,60K","-0,68%"
"16.06.2023","76,58","75,64","76,70","75,14","223,17K","1,22%"
"15.06.2023","75,66","73,36","75,94","72,88","220,09K","3,40%"
"14.06.2023","73,17","74,00","75,37","73,01","256,42K","-1,40%"
"13.06.2023","74,21","72,08","74,58","71,92","251,90K","3,33%"
"12.06.2023","71,82","74,80","74,80","71,57","269,49K","-3,91%"
"09.06.2023","74,74","75,43","76,46","74,67","188,79K","-1,45%"
"08.06.2023","75,84","76,66","77,54","73,53","311,19K","-1,30%"
"07.06.2023","76,84","76,03","77,47","75,34","255,69K","0,99%"
